"Gene_ID","Kmeans_Cluster"
"g_01949","1"
"g_01951","5"
"g_01952","7"
"g_01961","4"
"g_01962","6"
"g_01963","5"
"g_01964","6"
"g_01970","5"
"g_01971","7"
"g_01972","5"
"g_01977","4"
"g_01979","1"
"g_01980","5"
"g_01984","3"
"g_01987","6"
"g_01988","5"
"g_01998","2"
"g_01999","6"
"g_02000","2"
"g_02003","5"
"g_02004","2"
"g_02010","2"
"g_02011","1"
"g_02013","1"
"g_02018","4"
"g_02019","5"
"g_02024","6"
"g_02025","5"
"g_02026","5"
"g_02028","5"
"g_02029","5"
"g_02030","5"
"g_02032","2"
"g_02034","6"
"g_02040","7"
"g_02041","7"
"g_02042","5"
"g_02043","6"
"g_02044","5"
"g_02048","5"
"g_02049","5"
"g_02050","5"
"g_02051","5"
"g_02052","5"
"g_02054","5"
"g_02057","4"
"g_02061","5"
"g_02062","2"
"g_02065","5"
"g_02066","6"
"g_02069","6"
"g_02071","5"
"g_02072","5"
"g_02074","2"
"g_02075","6"
"g_02077","5"
"g_02079","6"
"g_02080","6"
"g_02082","4"
"g_02084","6"
"g_02085","6"
"g_02087","7"
"g_02090","5"
"g_02091","6"
"g_02092","4"
"g_02093","5"
"g_02094","5"
"g_02101","6"
"g_02106","5"
"g_02107","4"
"g_02108","4"
"g_02109","5"
"g_02111","5"
"g_02112","5"
"g_02113","6"
"g_02117","5"
"g_02118","5"
"g_02119","5"
"g_02122","5"
"g_02125","7"
"g_02127","4"
"g_02128","2"
"g_02129","5"
"g_02131","5"
"g_02136","5"
"g_02143","4"
"g_02144","2"
"g_02145","6"
"g_02148","5"
"g_02149","5"
"g_02150","5"
"g_02153","7"
"g_02155","2"
"g_02156","5"
"g_02157","5"
"g_02158","6"
"g_02160","1"
"g_02166","5"
"g_02168","5"
"g_02171","2"
"g_02172","4"
"g_02173","5"
"g_02175","7"
"g_02177","5"
"g_02181","6"
"g_02182","1"
"g_02184","2"
"g_02185","1"
"g_02186","5"
"g_02187","2"
"g_02194","7"
"g_02195","2"
"g_02196","5"
"g_02200","4"
"g_02204","6"
"g_02207","5"
"g_02209","1"
"g_02215","6"
"g_02216","7"
"g_02225","5"
"g_02226","2"
"g_02227","6"
"g_02228","1"
"g_02229","5"
"g_02230","5"
"g_02231","4"
"g_02232","5"
"g_02234","5"
"g_02237","6"
"g_02239","3"
"g_02242","2"
"g_02244","6"
"g_02245","2"
"g_02247","5"
"g_02253","2"
"g_02254","5"
"g_02255","5"
"g_02256","5"
"g_02257","2"
"g_02259","5"
"g_02265","6"
"g_02266","5"
"g_02269","5"
"g_02270","5"
"g_02271","5"
"g_02276","6"
"g_02290","2"
"g_02291","6"
"g_02292","4"
"g_02293","5"
"g_02294","4"
"g_02300","2"
"g_02301","1"
"g_02302","2"
"g_02303","6"
"g_02304","5"
"g_02305","6"
"g_02306","5"
"g_02308","1"
"g_02309","5"
"g_02312","6"
"g_02314","5"
"g_02316","6"
"g_02318","5"
"g_02320","7"
"g_02321","6"
"g_02322","5"
"g_02323","2"
"g_02324","5"
"g_02326","6"
"g_02329","2"
"g_02330","5"
"g_02331","6"
"g_02332","5"
"g_02333","6"
"g_02334","2"
"g_02336","5"
"g_02341","2"
"g_02342","5"
"g_02344","5"
"g_02345","5"
"g_02346","5"
"g_02348","5"
"g_02351","5"
"g_02352","5"
"g_02355","1"
"g_02361","5"
"g_02366","4"
"g_02370","7"
"g_02372","5"
"g_02373","5"
"g_02374","5"
"g_02376","5"
"g_02378","6"
"g_02381","5"
"g_02382","5"
"g_02384","6"
"g_02385","5"
"g_02392","5"
"g_02397","4"
"g_02399","2"
"g_02400","2"
"g_02401","5"
"g_02402","5"
"g_02406","5"
"g_02410","5"
"g_02411","2"
"g_02413","2"
"g_02414","5"
"g_02421","2"
"g_02428","7"
"g_02429","5"
"g_02430","5"
"g_02435","1"
"g_02439","5"
"g_02440","5"
"g_02441","5"
"g_02442","6"
"g_02443","5"
"g_02444","2"
"g_02445","5"
"g_02446","6"
"g_02448","7"
"g_02450","5"
"g_02460","6"
"g_02461","5"
"g_02462","5"
"g_02464","5"
"g_02471","5"
"g_02475","5"
"g_02476","5"
"g_02477","3"
"g_02478","5"
"g_02479","5"
"g_02480","1"
"g_02489","6"
"g_02490","5"
"g_02491","5"
"g_02493","5"
"g_02496","5"
"g_02501","5"
"g_02502","6"
"g_02503","5"
"g_02507","4"
"g_02509","1"
"g_02510","4"
"g_02511","6"
"g_02514","5"
"g_02520","6"
"g_02521","5"
"g_02522","5"
"g_02524","3"
"g_02528","2"
"g_02529","2"
"g_02530","5"
"g_02531","5"
"g_02532","5"
"g_02533","5"
"g_02534","5"
"g_02539","5"
"g_02540","5"
"g_02549","4"
"g_02551","2"
"g_02552","6"
"g_02553","5"
"g_02556","5"
"g_02558","4"
"g_02560","6"
"g_02566","7"
"g_02568","7"
"g_02569","5"
"g_02570","5"
"g_02573","5"
"g_02584","2"
"g_02585","5"
"g_02586","5"
"g_02588","5"
"g_02594","4"
"g_02595","5"
"g_02596","4"
"g_02597","5"
"g_02601","7"
"g_02605","5"
"g_02606","2"
"g_02608","2"
"g_02609","5"
"g_02622","5"
"g_02623","5"
"g_02624","5"
"g_02625","6"
"g_02626","5"
"g_02628","5"
"g_02629","5"
"g_02630","6"
"g_02631","4"
"g_02639","5"
"g_02640","5"
"g_02641","5"
"g_02642","2"
"g_02643","6"
"g_02648","5"
"g_02650","6"
"g_02651","5"
"g_02652","5"
"g_02653","5"
"g_02656","5"
"g_02657","5"
"g_02666","1"
"g_02669","5"
"g_02670","6"
"g_02671","6"
"g_02672","5"
"g_02674","1"
"g_02676","4"
"g_02677","1"
"g_02678","5"
"g_02680","5"
"g_02683","2"
"g_02688","7"
"g_02696","5"
"g_02697","5"
"g_02698","3"
"g_02699","5"
"g_02700","5"
"g_02701","5"
"g_02702","5"
"g_02706","7"
"g_02707","7"
"g_02708","2"
"g_02709","6"
"g_02711","5"
"g_02712","5"
"g_02713","4"
"g_02718","3"
"g_02719","7"
"g_02720","2"
"g_02721","5"
"g_02722","5"
"g_02723","5"
"g_02730","4"
"g_02731","5"
"g_02732","5"
"g_02733","5"
"g_02736","2"
"g_02737","7"
"g_02738","5"
"g_02739","5"
"g_02740","6"
"g_02741","6"
"g_02744","7"
"g_02745","5"
"g_02747","5"
"g_02748","5"
"g_02759","5"
"g_02760","5"
"g_02761","7"
"g_02765","5"
"g_02770","5"
"g_02773","6"
"g_02776","2"
"g_02778","1"
"g_02780","5"
"g_02783","1"
"g_02784","1"
"g_02785","5"
"g_02795","7"
"g_02797","2"
"g_02798","5"
"g_02800","6"
"g_02801","5"
"g_02802","5"
"g_02803","2"
"g_02808","1"
"g_02810","5"
"g_02811","5"
"g_02813","5"
"g_02815","6"
"g_02816","7"
"g_02820","5"
"g_02824","1"
"g_02825","2"
"g_02826","4"
"g_02827","5"
"g_02829","5"
"g_02830","4"
"g_02833","6"
"g_02838","4"
"g_02840","5"
"g_02841","2"
"g_02843","5"
"g_02845","5"
"g_02849","5"
"g_02853","5"
"g_02854","5"
"g_02855","5"
"g_02857","5"
"g_02859","6"
"g_02860","5"
"g_02862","5"
"g_02867","2"
"g_02868","6"
"g_02869","5"
"g_02870","7"
"g_02873","5"
"g_02878","1"
"g_02882","5"
"g_02883","5"
"g_02884","2"
"g_02893","2"
"g_02894","5"
"g_02895","6"
"g_02897","5"
"g_02903","4"
"g_02907","2"
"g_02908","2"
"g_02909","3"
"g_02910","4"
"g_02922","5"
"g_02923","6"
"g_02933","7"
"g_02935","1"
"g_02938","2"
"g_02939","5"
"g_02940","6"
"g_02941","5"
"g_02942","6"
"g_02943","5"
"g_02946","5"
"g_02948","5"
"g_02949","5"
"g_02952","4"
"g_02955","1"
"g_02956","5"
"g_02962","6"
"g_02964","6"
"g_02970","5"
"g_02971","6"
"g_02974","2"
"g_02979","2"
"g_02982","6"
"g_02983","5"
"g_02985","4"
"g_02990","5"
"g_02991","5"
"g_02992","1"
"g_02993","5"
"g_02994","3"
"g_02995","4"
"g_02997","5"
"g_03000","7"
"g_03002","2"
"g_03003","2"
"g_03004","6"
"g_03006","5"
"g_03009","7"
"g_03010","2"
"g_03011","5"
"g_03012","5"
"g_03013","5"
"g_03014","5"
"g_03023","6"
"g_03024","5"
"g_03025","5"
"g_03026","5"
"g_03027","5"
"g_03029","6"
"g_03036","2"
"g_03037","5"
"g_03038","5"
"g_03046","7"
"g_03048","4"
"g_03052","5"
"g_03054","5"
"g_03067","2"
"g_03068","6"
"g_03077","5"
"g_03078","7"
"g_03079","5"
"g_03080","5"
"g_03084","7"
"g_03085","6"
"g_03086","2"
"g_03087","5"
"g_03088","5"
"g_03093","2"
"g_03096","5"
"g_03098","2"
"g_03099","5"
"g_03100","3"
"g_03101","5"
"g_03103","5"
"g_03104","5"
"g_03111","5"
"g_03112","7"
"g_03113","2"
"g_03115","5"
"g_03116","6"
"g_03117","7"
"g_03118","5"
"g_03123","5"
"g_03124","2"
"g_03125","5"
"g_03127","2"
"g_03128","5"
"g_03129","2"
"g_03130","5"
"g_03131","5"
"g_03132","5"
"g_03133","5"
"g_03137","5"
"g_03140","5"
"g_03142","1"
"g_03144","5"
"g_03145","5"
"g_03146","6"
"g_03154","5"
"g_03155","6"
"g_03156","5"
"g_03158","5"
"g_03159","5"
"g_03162","1"
"g_03166","1"
"g_03167","5"
"g_03168","5"
"g_03169","1"
"g_03172","2"
"g_03173","5"
"g_03175","5"
"g_03176","1"
"g_03179","5"
"g_03185","5"
"g_03187","5"
"g_03195","5"
"g_03196","5"
"g_03199","5"
"g_03203","2"
"g_03204","7"
"g_03205","5"
"g_03206","6"
"g_03207","5"
"g_03208","5"
"g_03216","7"
"g_03218","3"
"g_03219","6"
"g_03220","2"
"g_03222","2"
"g_03223","6"
"g_03226","5"
"g_03234","7"
"g_03236","5"
"g_03242","5"
"g_03247","5"
"g_03248","7"
"g_03249","5"
"g_03250","1"
"g_03251","7"
"g_03252","5"
"g_03253","5"
"g_03254","1"
"g_03255","5"
"g_03262","6"
"g_03263","1"
"g_03269","6"
"g_03270","5"
"g_03271","5"
"g_03272","5"
"g_03273","6"
"g_03275","4"
"g_03276","5"
"g_03282","6"
"g_03285","5"
"g_03287","5"
"g_03288","5"
"g_03289","5"
"g_03292","5"
"g_03293","3"
"g_03299","7"
"g_03300","2"
"g_03301","2"
"g_03302","5"
"g_03303","6"
"g_03306","5"
"g_03312","2"
"g_03315","7"
"g_03316","5"
"g_03320","6"
"g_03327","6"
"g_03328","5"
"g_03330","6"
"g_03336","2"
"g_03337","1"
"g_03338","5"
"g_03343","6"
"g_03344","7"
"g_03346","4"
"g_03347","5"
"g_03349","1"
"g_03351","5"
"g_03354","4"
"g_03357","2"
"g_03358","1"
"g_03362","5"
"g_03363","3"
"g_03365","5"
"g_03374","2"
"g_03375","5"
"g_03379","3"
"g_03385","1"
"g_03387","5"
"g_03390","6"
"g_03391","5"
"g_03393","4"
"g_03397","2"
"g_03398","2"
"g_03399","5"
"g_03402","5"
"g_03403","5"
"g_03406","7"
"g_03411","7"
"g_03413","3"
"g_03414","1"
"g_03424","2"
"g_03425","5"
"g_03426","5"
"g_03427","5"
"g_03428","5"
"g_03429","2"
"g_03432","4"
"g_03436","5"
"g_03442","2"
"g_03443","6"
"g_03444","2"
"g_03445","5"
"g_03446","5"
"g_03447","6"
"g_03451","1"
"g_03453","2"
"g_03454","5"
"g_03455","5"
"g_03456","5"
"g_03458","7"
"g_03459","5"
"g_03464","6"
"g_03466","6"
"g_03467","5"
"g_03470","7"
"g_03472","5"
"g_03473","5"
"g_03474","6"
"g_03476","5"
"g_03477","6"
"g_03480","5"
"g_03481","5"
"g_03487","7"
"g_03492","7"
"g_03495","5"
"g_03500","6"
"g_03501","5"
"g_03502","1"
"g_03505","1"
"g_03507","6"
"g_03522","2"
"g_03523","5"
"g_03524","5"
"g_03533","2"
"g_03534","2"
"g_03536","7"
"g_03543","5"
"g_03545","2"
"g_03546","5"
"g_03547","6"
"g_03554","5"
"g_03565","5"
"g_03568","2"
"g_03576","5"
"g_03579","7"
"g_03580","2"
"g_03581","6"
"g_03582","5"
"g_03583","6"
"g_03587","2"
"g_03589","7"
"g_03590","5"
"g_03598","5"
"g_03599","6"
"g_03600","5"
"g_03601","5"
"g_03604","4"
"g_03611","6"
"g_03612","2"
"g_03613","1"
"g_03624","7"
"g_03626","5"
"g_03628","4"
"g_03630","1"
"g_03631","5"
"g_03632","5"
"g_03641","2"
"g_03642","5"
"g_03643","5"
"g_03644","5"
"g_03645","2"
"g_03646","5"
"g_03647","5"
"g_03650","1"
"g_03651","5"
"g_03656","4"
"g_03659","2"
"g_03660","6"
"g_03661","5"
"g_03662","5"
"g_03663","5"
"g_03670","6"
"g_03671","5"
