Wavelength,Intensity,Group
795.7,3199.5,Yellow
796.14,3201,Yellow
796.58,3218.5,Yellow
797.02,3203,Yellow
797.46,3228,Yellow
797.91,3250.5,Yellow
798.35,3210,Yellow
798.79,3222.5,Yellow
799.23,3223.5,Yellow
799.67,3212.5,Yellow
800.12,3224,Yellow
800.56,3214,Yellow
801,3239,Yellow
801.44,3209,Yellow
801.88,3226.5,Yellow
802.32,3224.5,Yellow
802.77,3212.5,Yellow
803.21,3227,Yellow
803.65,3197,Yellow
804.09,3228.5,Yellow
804.53,3220,Yellow
804.97,3229.5,Yellow
805.42,3217.5,Yellow
805.86,3206,Yellow
806.3,3211.5,Yellow
806.74,3228,Yellow
807.18,3210,Yellow
807.62,3213,Yellow
808.06,3228.5,Yellow
808.51,3228,Yellow
808.95,3219,Yellow
809.39,3233,Yellow
809.83,3186.5,Yellow
810.27,3237,Yellow
810.71,3231.5,Yellow
811.15,3207.5,Yellow
811.59,3214.5,Yellow
812.03,3217.5,Yellow
812.48,3206,Yellow
812.92,3219.5,Yellow
813.36,3230,Yellow
813.8,3227.5,Yellow
814.24,3187.5,Yellow
814.68,3198.5,Yellow
815.12,3236.5,Yellow
815.56,3202,Yellow
816,3219,Yellow
816.44,3205.5,Yellow
816.88,3214.5,Yellow
817.32,3210,Yellow
817.77,3225.5,Yellow
818.21,3230,Yellow
818.65,3211,Yellow
819.09,3205.5,Yellow
819.53,3222,Yellow
819.97,3208,Yellow
820.41,3221.5,Yellow
820.85,3204,Yellow
821.29,3236,Yellow
821.73,3220.5,Yellow
822.17,3204.5,Yellow
822.61,3206.5,Yellow
823.05,3248,Yellow
823.49,3213.5,Yellow
823.93,3206.5,Yellow
824.37,3202,Yellow
824.81,3213,Yellow
825.25,3215,Yellow
825.69,3207,Yellow
826.13,3253,Yellow
826.57,3242,Yellow
827.01,3211,Yellow
827.45,3200,Yellow
827.89,3213,Yellow
828.33,3240,Yellow
828.77,3191,Yellow
829.21,3211.5,Yellow
829.65,3205,Yellow
830.09,3217,Yellow
830.53,3219.5,Yellow
830.97,3216,Yellow
831.41,3232.5,Yellow
831.85,3215,Yellow
832.29,3217.5,Yellow
832.73,3221,Yellow
833.17,3206.5,Yellow
833.61,3213,Yellow
834.05,3211,Yellow
834.49,3216.5,Yellow
834.93,3201,Yellow
835.37,3221,Yellow
835.81,3215.5,Yellow
836.25,3219.5,Yellow
836.69,3212,Yellow
837.13,3224.5,Yellow
837.57,3215.5,Yellow
838.01,3228,Yellow
838.45,3243.5,Yellow
838.89,3236,Yellow
839.33,3236,Yellow
839.77,3206.5,Yellow
840.2,3214.5,Yellow
840.64,3213.5,Yellow
841.08,3207.5,Yellow
841.52,3226.5,Yellow
841.96,3219.5,Yellow
842.4,3229,Yellow
842.84,3231,Yellow
843.28,3236.5,Yellow
843.72,3232,Yellow
844.16,3210.5,Yellow
844.6,3228,Yellow
845.04,3216,Yellow
845.47,3197.5,Yellow
845.91,3226,Yellow
846.35,3225.5,Yellow
846.79,3201.5,Yellow
847.23,3199.5,Yellow
847.67,3235.5,Yellow
848.11,3227.5,Yellow
848.55,3216,Yellow
848.99,3234,Yellow
849.42,3229.5,Yellow
849.86,3216.5,Yellow
850.3,3227.5,Yellow
850.74,3230,Yellow
851.18,3223,Yellow
851.62,3225.5,Yellow
852.06,3214.5,Yellow
852.49,3231,Yellow
852.93,3246,Yellow
853.37,3212.5,Yellow
853.81,3214,Yellow
854.25,3222,Yellow
854.69,3212.5,Yellow
855.12,3223.5,Yellow
855.56,3229.5,Yellow
856,3222.5,Yellow
856.44,3225,Yellow
856.88,3245,Yellow
857.32,3219.5,Yellow
857.75,3235.5,Yellow
858.19,3232.5,Yellow
858.63,3238,Yellow
859.07,3227,Yellow
859.51,3224,Yellow
859.95,3226.5,Yellow
860.38,3223,Yellow
860.82,3225.5,Yellow
861.26,3227,Yellow
861.7,3235,Yellow
862.14,3225,Yellow
862.57,3231,Yellow
863.01,3244.5,Yellow
863.45,3234.5,Yellow
863.89,3232,Yellow
864.32,3238,Yellow
864.76,3230.5,Yellow
865.2,3251,Yellow
865.64,3234.5,Yellow
866.08,3250,Yellow
866.51,3229,Yellow
866.95,3228.5,Yellow
867.39,3248,Yellow
867.83,3232,Yellow
868.26,3228.5,Yellow
868.7,3248.5,Yellow
869.14,3218,Yellow
869.58,3235.5,Yellow
870.01,3221,Yellow
870.45,3238,Yellow
870.89,3228.5,Yellow
871.33,3225.5,Yellow
871.76,3225.5,Yellow
872.2,3231.5,Yellow
872.64,3226.5,Yellow
873.07,3226,Yellow
873.51,3241,Yellow
873.95,3240.5,Yellow
874.39,3258,Yellow
874.82,3240.5,Yellow
875.26,3240.5,Yellow
875.7,3229.5,Yellow
876.13,3259,Yellow
876.57,3229.5,Yellow
877.01,3265.5,Yellow
877.45,3242,Yellow
877.88,3239.5,Yellow
878.32,3223,Yellow
878.76,3249.5,Yellow
879.19,3211,Yellow
879.63,3236,Yellow
880.07,3233.5,Yellow
880.5,3215.5,Yellow
880.94,3226.5,Yellow
881.38,3239,Yellow
881.81,3242.5,Yellow
882.25,3246.5,Yellow
882.69,3242,Yellow
883.12,3243.5,Yellow
883.56,3235,Yellow
884,3234.5,Yellow
884.43,3227.5,Yellow
884.87,3234.5,Yellow
885.31,3222.5,Yellow
885.74,3222,Yellow
886.18,3217,Yellow
886.62,3231.5,Yellow
887.05,3225.5,Yellow
887.49,3237.5,Yellow
887.92,3223,Yellow
888.36,3243,Yellow
888.8,3220.5,Yellow
889.23,3227.5,Yellow
889.67,3218.5,Yellow
890.11,3238,Yellow
890.54,3214,Yellow
890.98,3225.5,Yellow
891.41,3240,Yellow
891.85,3250,Yellow
892.29,3217.5,Yellow
892.72,3248,Yellow
893.16,3213,Yellow
893.59,3221,Yellow
894.03,3214.5,Yellow
894.47,3210,Yellow
894.9,3227,Yellow
895.34,3216,Yellow
895.77,3225.5,Yellow
896.21,3247.5,Yellow
896.65,3224.5,Yellow
897.08,3217.5,Yellow
897.52,3244.5,Yellow
897.95,3227,Yellow
898.39,3222.5,Yellow
898.82,3218.5,Yellow
899.26,3239,Yellow
899.7,3230.5,Yellow
900.13,3211,Yellow
900.57,3238.5,Yellow
901,3202,Yellow
901.44,3213,Yellow
901.87,3233,Yellow
902.31,3214.5,Yellow
902.74,3227.5,Yellow
903.18,3213,Yellow
903.61,3216.5,Yellow
904.05,3227.5,Yellow
904.48,3207.5,Yellow
904.92,3209,Yellow
905.36,3220,Yellow
905.79,3211.5,Yellow
906.23,3217,Yellow
906.66,3228.5,Yellow
907.1,3250.5,Yellow
907.53,3218,Yellow
907.97,3225.5,Yellow
908.4,3193.5,Yellow
908.84,3205.5,Yellow
909.27,3212,Yellow
909.71,3214.5,Yellow
910.14,3202.5,Yellow
910.58,3216,Yellow
911.01,3218.5,Yellow
911.45,3223.5,Yellow
911.88,3226,Yellow
912.32,3216,Yellow
912.75,3210.5,Yellow
913.18,3238.5,Yellow
913.62,3220.5,Yellow
914.05,3231,Yellow
914.49,3222,Yellow
914.92,3222,Yellow
915.36,3227,Yellow
915.79,3216.5,Yellow
916.23,3222,Yellow
916.66,3221,Yellow
917.1,3230.5,Yellow
917.53,3207,Yellow
917.97,3198,Yellow
918.4,3208.5,Yellow
918.83,3219,Yellow
919.27,3221,Yellow
919.7,3205,Yellow
920.14,3216,Yellow
920.57,3211,Yellow
921.01,3233.5,Yellow
921.44,3213.5,Yellow
921.87,3216,Yellow
922.31,3206,Yellow
922.74,3225.5,Yellow
923.18,3198,Yellow
923.61,3231.5,Yellow
924.04,3201,Yellow
924.48,3216.5,Yellow
924.91,3213,Yellow
925.35,3208,Yellow
925.78,3214,Yellow
926.21,3205.5,Yellow
926.65,3225.5,Yellow
927.08,3196.5,Yellow
927.52,3231.5,Yellow
927.95,3216,Yellow
928.38,3217.5,Yellow
928.82,3199,Yellow
929.25,3212,Yellow
929.69,3254,Yellow
930.12,3225,Yellow
930.55,3195.5,Yellow
930.99,3194.5,Yellow
931.42,3207,Yellow
931.85,3227.5,Yellow
932.29,3222,Yellow
932.72,3206.5,Yellow
933.15,3200,Yellow
933.59,3217,Yellow
934.02,3206,Yellow
934.45,3203.5,Yellow
934.89,3215.5,Yellow
935.32,3206.5,Yellow
935.75,3219,Yellow
936.19,3205.5,Yellow
936.62,3226,Yellow
937.05,3197.5,Yellow
937.49,3222,Yellow
937.92,3210,Yellow
938.35,3222.5,Yellow
938.79,3207,Yellow
939.22,3207.5,Yellow
939.65,3215,Yellow
940.09,3212.5,Yellow
940.52,3218,Yellow
940.95,3215.5,Yellow
941.39,3211,Yellow
941.82,3212.5,Yellow
942.25,3205.5,Yellow
942.68,3215,Yellow
943.12,3202,Yellow
943.55,3209.5,Yellow
943.98,3220,Yellow
944.42,3217.5,Yellow
944.85,3231.5,Yellow
945.28,3208,Yellow
945.71,3223.5,Yellow
946.15,3220.5,Yellow
946.58,3213.5,Yellow
947.01,3203.5,Yellow
947.44,3211.5,Yellow
947.88,3215.5,Yellow
948.31,3203,Yellow
948.74,3212,Yellow
949.18,3216.5,Yellow
949.61,3221,Yellow
950.04,3236.5,Yellow
950.47,3201,Yellow
950.9,3212,Yellow
951.34,3203,Yellow
951.77,3216.5,Yellow
952.2,3210.5,Yellow
952.63,3209.5,Yellow
953.07,3204.5,Yellow
953.5,3216.5,Yellow
953.93,3217.5,Yellow
954.36,3200.5,Yellow
954.8,3248,Yellow
955.23,3207.5,Yellow
955.66,3216.5,Yellow
956.09,3219,Yellow
956.52,3193.5,Yellow
956.96,3214.5,Yellow
957.39,3209,Yellow
957.82,3224.5,Yellow
958.25,3237.5,Yellow
958.68,3202,Yellow
959.12,3219.5,Yellow
959.55,3200,Yellow
959.98,3225.5,Yellow
960.41,3229.5,Yellow
960.84,3213,Yellow
961.27,3208.5,Yellow
961.71,3206.5,Yellow
962.14,3248,Yellow
962.57,3208.5,Yellow
963,3203,Yellow
963.43,3213.5,Yellow
963.86,3197,Yellow
964.3,3214.5,Yellow
964.73,3206.5,Yellow
965.16,3219.5,Yellow
965.59,3208,Yellow
966.02,3210.5,Yellow
966.45,3218.5,Yellow
966.89,3228.5,Yellow
967.32,3203,Yellow
967.75,3216,Yellow
968.18,3220.5,Yellow
968.61,3211.5,Yellow
969.04,3206,Yellow
969.47,3213,Yellow
969.9,3232.5,Yellow
970.34,3205,Yellow
970.77,3212,Yellow
971.2,3211,Yellow
971.63,3220,Yellow
972.06,3213,Yellow
972.49,3222,Yellow
972.92,3206.5,Yellow
973.35,3209.5,Yellow
973.78,3204,Yellow
974.22,3206.5,Yellow
974.65,3213,Yellow
975.08,3195,Yellow
975.51,3232,Yellow
975.94,3205,Yellow
976.37,3215.5,Yellow
976.8,3210,Yellow
977.23,3203.5,Yellow
977.66,3217.5,Yellow
978.09,3217,Yellow
978.52,3206.5,Yellow
978.95,3217.5,Yellow
979.38,3219,Yellow
979.82,3214.5,Yellow
980.25,3207.5,Yellow
980.68,3227,Yellow
981.11,3218.5,Yellow
981.54,3212,Yellow
981.97,3197,Yellow
982.4,3217.5,Yellow
982.83,3206.5,Yellow
983.26,3211.5,Yellow
983.69,3219.5,Yellow
984.12,3212.5,Yellow
984.55,3217.5,Yellow
984.98,3207.5,Yellow
985.41,3211.5,Yellow
985.84,3214.5,Yellow
986.27,3192.5,Yellow
986.7,3207.5,Yellow
987.13,3209,Yellow
987.56,3210,Yellow
987.99,3216.5,Yellow
988.42,3204.5,Yellow
988.85,3217.5,Yellow
989.28,3222.5,Yellow
989.71,3200.5,Yellow
990.14,3199.5,Yellow
990.57,3226.5,Yellow
991,3213,Yellow
991.43,3211,Yellow
991.86,3226.5,Yellow
992.29,3204.5,Yellow
992.72,3213,Yellow
993.15,3194.5,Yellow
993.58,3221,Yellow
994.01,3200,Yellow
994.44,3200.5,Yellow
994.87,3229.5,Yellow
995.3,3220.5,Yellow
995.73,3205,Yellow
996.16,3216.5,Yellow
996.59,3208.5,Yellow
997.02,3215,Yellow
997.45,3210,Yellow
997.88,3212,Yellow
998.31,3201.5,Yellow
998.74,3209.5,Yellow
999.17,3211.5,Yellow
999.59,3204,Yellow
1000.02,3209,Yellow
1000.45,3202.5,Yellow
1000.88,3207,Yellow
1001.31,3203.5,Yellow
1001.74,3213,Yellow
1002.17,3214.5,Yellow
1002.6,3224,Yellow
1003.03,3219.5,Yellow
1003.46,3193,Yellow
1003.89,3217.5,Yellow
1004.32,3202,Yellow
1004.75,3229,Yellow
1005.17,3402.5,Yellow
1005.6,3207.5,Yellow
1006.03,3203.5,Yellow
1006.46,3207.5,Yellow
1006.89,3205.5,Yellow
1007.32,3215,Yellow
1007.75,3210.5,Yellow
1008.18,3201.5,Yellow
1008.61,3209.5,Yellow
1009.03,3223.5,Yellow
1009.46,3245.5,Yellow
1009.89,3209.5,Yellow
1010.32,3209,Yellow
1010.75,3213.5,Yellow
1011.18,3215.5,Yellow
1011.61,3216.5,Yellow
1012.04,3235,Yellow
1012.46,3203,Yellow
1012.89,3186.5,Yellow
1013.32,3210.5,Yellow
1013.75,3219,Yellow
1014.18,3211,Yellow
1014.61,3200,Yellow
1015.03,3222,Yellow
1015.46,3213.5,Yellow
1015.89,3210.5,Yellow
1016.32,3195,Yellow
1016.75,3197.5,Yellow
1017.18,3212,Yellow
1017.6,3213,Yellow
1018.03,3195,Yellow
1018.46,3204,Yellow
1018.89,3204.5,Yellow
1019.32,3206,Yellow
1019.75,3221.5,Yellow
1020.17,3220,Yellow
1020.6,3199.5,Yellow
1021.03,3205.5,Yellow
1021.46,3211,Yellow
1021.89,3215.5,Yellow
1022.31,3234,Yellow
1022.74,3204,Yellow
1023.17,3654,Yellow
1023.6,3214,Yellow
1024.03,3193,Yellow
1024.45,3207.5,Yellow
1024.88,3206,Yellow
1025.31,3190.5,Yellow
1025.74,3205,Yellow
1026.16,3200.5,Yellow
1026.59,3197.5,Yellow
1027.02,3209.5,Yellow
1027.45,3209.5,Yellow
1027.88,3213,Yellow
1028.3,3205,Yellow
1028.73,3244,Yellow
1029.16,3203.5,Yellow
1029.59,3220,Yellow
1030.01,3205.5,Yellow
1030.44,3215.5,Yellow
1030.87,3219,Yellow
1031.3,3199.5,Yellow
1031.72,3240,Yellow
1032.15,3195.5,Yellow
1032.58,3217.5,Yellow
1033.01,3222,Yellow
1033.43,3212,Yellow
1033.86,3215.5,Yellow
1034.29,3204,Yellow
1034.71,3209.5,Yellow
1035.14,3213,Yellow
1035.57,3216.5,Yellow
1036,3242.5,Yellow
1036.42,3205.5,Yellow
1036.85,3202,Yellow
1037.28,3218,Yellow
1037.7,3206.5,Yellow
1038.13,3207.5,Yellow
1038.56,3207.5,Yellow
1038.98,3198.5,Yellow
1039.41,3221.5,Yellow
1039.84,3203,Yellow
1040.27,3226.5,Yellow
1040.69,3224.5,Yellow
1041.12,3205,Yellow
1041.55,3193,Yellow
1041.97,3197,Yellow
1042.4,3208.5,Yellow
1042.83,3221,Yellow
1043.25,3193,Yellow
1043.68,3212.5,Yellow
1044.11,3217.5,Yellow
1044.53,3220.5,Yellow
1044.96,3212.5,Yellow
1045.39,3206.5,Yellow
1045.81,3229,Yellow
1046.24,3211,Yellow
1046.67,3212,Yellow
1047.09,3212,Yellow
1047.52,3226,Yellow
1047.94,3207,Yellow
1048.37,3206.5,Yellow
1048.8,3198.5,Yellow
1049.22,3198,Yellow
1049.65,3211.5,Yellow
1050.08,3194,Yellow
1050.5,3217,Yellow
1050.93,3214,Yellow
1051.36,3201,Yellow
1051.78,3225.5,Yellow
1052.21,3196.5,Yellow
1052.63,3193.5,Yellow
1053.06,3205.5,Yellow
1053.49,3209,Yellow
1053.91,3216.5,Yellow
1054.34,3201,Yellow
1054.76,3196,Yellow
1055.19,3224.5,Yellow
1055.62,3201,Yellow
1056.04,3206,Yellow
1056.47,3205.5,Yellow
1056.89,3204.5,Yellow
1057.32,3211.5,Yellow
1057.74,3214.5,Yellow
1058.17,3206.5,Yellow
1058.6,3210,Yellow
1059.02,3207,Yellow
1059.45,3207,Yellow
1059.87,3205.5,Yellow
1060.3,3219.5,Yellow
1060.72,3215.5,Yellow
1061.15,3220,Yellow
1061.58,3198,Yellow
1062,3213,Yellow
1062.43,3195.5,Yellow
1062.85,3212.5,Yellow
1063.28,3213.5,Yellow
1063.7,3237.5,Yellow
1064.13,3223.5,Yellow
1064.55,3205.5,Yellow
1064.98,3211,Yellow
1065.4,3201,Yellow
1065.83,3211,Yellow
1066.26,3207,Yellow
1066.68,3192,Yellow
1067.11,3195.5,Yellow
1067.53,3217.5,Yellow
1067.96,3225.5,Yellow
1068.38,3192.5,Yellow
1068.81,3230,Yellow
1069.23,3198.5,Yellow
1069.66,3187.5,Yellow
1070.08,3198.5,Yellow
1070.51,3210,Yellow
1070.93,3219.5,Yellow
1071.36,3193,Yellow
1071.78,3223,Yellow
1072.21,3210,Yellow
1072.63,3202.5,Yellow
1073.06,3203,Yellow
1073.48,3214.5,Yellow
1073.91,3213.5,Yellow
1074.33,3215,Yellow
1074.75,3221,Yellow
1075.18,3201.5,Yellow
1075.6,3207.5,Yellow
1076.03,3202.5,Yellow
1076.45,3194.5,Yellow
1076.88,3204.5,Yellow
1077.3,3195.5,Yellow
1077.73,3191.5,Yellow
1078.15,3208.5,Yellow
1078.58,3197,Yellow
1079,3202.5,Yellow
1079.43,3208,Yellow
1079.85,3201.5,Yellow
1080.27,3205.5,Yellow
1080.7,3218,Yellow
1081.12,3215.5,Yellow
1081.55,3197,Yellow
1081.97,3207,Yellow
1082.4,3206,Yellow
1082.82,3233.5,Yellow
1083.24,3206.5,Yellow
1083.67,3213,Yellow
1084.09,3215.5,Yellow
1084.52,3209,Yellow
1084.94,3215.5,Yellow
1085.37,3206,Yellow
1085.79,3213,Yellow
1086.21,3225,Yellow
1086.64,3202.5,Yellow
1087.06,3208.5,Yellow
1087.49,3215,Yellow
1087.91,3208,Yellow
1088.33,3210,Yellow
1088.76,3201.5,Yellow
1089.18,3217.5,Yellow
1089.6,3217.5,Yellow
1090.03,3219.5,Yellow
1090.45,3204.5,Yellow
1090.88,3195.5,Yellow
1091.3,3216.5,Yellow
1091.72,3201.5,Yellow
1092.15,3224,Yellow
1092.57,3220,Yellow
1092.99,3225,Yellow
1093.42,3209,Yellow
1093.84,3204,Yellow
1094.26,3207.5,Yellow
1094.69,3210,Yellow
1095.11,3216,Yellow
1095.54,3225,Yellow
1095.96,3209,Yellow
1096.38,3203.5,Yellow
1096.81,3208,Yellow
1097.23,3196,Yellow
1097.65,3198,Yellow
1098.08,3203.5,Yellow
1098.5,3215.5,Yellow
1098.92,3196,Yellow
1099.35,3215,Yellow
1099.77,3222.5,Yellow
1100.19,3207.5,Yellow
1100.61,3199,Yellow
1101.04,3211.5,Yellow
1101.46,3212,Yellow
1101.88,3207,Yellow
1102.31,3215,Yellow
1102.73,3193.5,Yellow
1103.15,3208,Yellow
1103.58,3198,Yellow
1104,3189.5,Yellow
1104.42,3195.5,Yellow
1104.85,3197.5,Yellow
1105.27,3207,Yellow
1105.69,3216.5,Yellow
1106.11,3218.5,Yellow
1106.54,3215.5,Yellow
1106.96,3229.5,Yellow
1107.38,3207,Yellow
1107.8,3205.5,Yellow
1108.23,3193,Yellow
1108.65,3207,Yellow
1109.07,3211,Yellow
1109.5,3205.5,Yellow
1109.92,3217,Yellow
1110.34,3204,Yellow
1110.76,3227.5,Yellow
1111.19,3202,Yellow
1111.61,3197.5,Yellow
1112.03,3213.5,Yellow
1112.45,3204.5,Yellow
1112.88,3217,Yellow
1113.3,3220,Yellow
1113.72,3203,Yellow
1114.14,3246,Yellow
1114.56,3218.5,Yellow
1114.99,3200.5,Yellow
1115.41,3198,Yellow
1115.83,3189.5,Yellow
1116.25,3201.5,Yellow
1116.68,3210,Yellow
1117.1,3209.5,Yellow
1117.52,3198,Yellow
1117.94,3209.5,Yellow
1118.36,3202,Yellow
1118.79,3196.5,Yellow
1119.21,3194.5,Yellow
1119.63,3194.5,Yellow
1120.05,3194.5,Yellow
1120.47,3194.5,Yellow
1120.9,3194.5,Yellow
1121.32,3194.5,Yellow
1121.74,3194.5,Yellow
1122.16,3194.5,Yellow
1122.58,3194.5,Yellow
1123,3194.5,Yellow
1123.43,3194.5,Yellow
1123.85,3194.5,Yellow
1124.27,3194.5,Yellow
1124.69,3194.5,Yellow
1125.11,3194.5,Yellow
1125.53,3194.5,Yellow
1125.96,3194.5,Yellow
1126.38,3194.5,Yellow
1126.8,3194.5,Yellow
1127.22,3194.5,Yellow
1127.64,3194.5,Yellow
