"Gene_ID","Kmeans_Cluster"
"g_10491","7"
"g_10519","2"
"g_10539","10"
"g_10551","6"
"g_10561","2"
"g_10581","6"
"g_10593","2"
"g_10610","5"
"g_10626","6"
"g_10630","6"
"g_10638","7"
"g_10640","2"
"g_10655","2"
"g_10676","7"
"g_10686","4"
"g_10689","4"
"g_10690","1"
"g_10691","7"
"g_10693","2"
"g_10712","7"
"g_10714","7"
"g_10726","2"
"g_10730","2"
"g_10744","1"
"g_10746","2"
"g_10755","1"
"g_10759","6"
"g_10789","6"
"g_10805","2"
"g_10826","2"
"g_10855","6"
"g_10868","5"
"g_10881","4"
"g_10882","7"
"g_10896","7"
"g_10903","2"
"g_10915","6"
"g_10931","7"
"g_10959","9"
"g_10964","6"
"g_10966","9"
"g_10973","6"
"g_10989","9"
"g_10993","1"
"g_11001","2"
"g_11006","2"
"g_11027","6"
"g_11054","2"
"g_11055","2"
"g_11057","7"
"g_11069","6"
"g_11086","7"
"g_11106","10"
"g_11108","3"
"g_11110","7"
"g_11129","2"
"g_11132","2"
"g_11150","2"
"g_11163","2"
"g_11168","10"
"g_11186","7"
"g_11187","7"
"g_11201","8"
"g_11235","3"
"g_11255","2"
"g_11275","2"
"g_11292","7"
"g_11296","10"
"g_11299","7"
"g_11305","7"
"g_11316","2"
"g_11317","6"
"g_11321","7"
"g_11327","2"
"g_11357","2"
"g_11371","2"
"g_11372","2"
"g_11383","2"
"g_11388","4"
"g_11393","2"
"g_11409","2"
"g_11410","7"
"g_11412","2"
"g_11416","2"
"g_11432","2"
"g_11496","7"
"g_11498","2"
"g_11499","2"
"g_11500","7"
"g_11530","7"
"g_11532","1"
"g_11533","2"
"g_11541","6"
"g_11555","2"
"g_11569","2"
"g_11582","9"
"g_11607","2"
"g_11623","6"
"g_11626","2"
"g_11636","2"
"g_11658","1"
"g_11682","2"
"g_11702","2"
"g_11705","7"
"g_11709","9"
"g_11734","7"
"g_11743","6"
"g_11760","2"
"g_11771","2"
"g_11773","2"
"g_11774","7"
"g_11802","7"
"g_11810","4"
"g_11812","7"
"g_11818","1"
"g_11820","2"
"g_11842","2"
"g_11845","7"
"g_11851","2"
"g_11856","4"
"g_11865","5"
"g_11866","7"
"g_11869","7"
"g_11891","7"
"g_11900","7"
"g_11901","7"
"g_11906","7"
"g_11915","3"
"g_11926","7"
"g_11932","2"
"g_11938","2"
"g_11950","2"
"g_11985","2"
"g_12007","7"
"g_12028","6"
"g_12040","6"
"g_12069","6"
"g_12099","2"
"g_12108","4"
"g_12114","1"
"g_12120","7"
"g_12127","2"
"g_12138","2"
"g_12144","10"
"g_12229","2"
"g_12246","4"
"g_12256","7"
"g_12258","2"
"g_12267","7"
"g_12270","2"
"g_12278","1"
"g_12291","1"
"g_12299","7"
"g_12315","2"
"g_12316","6"
"g_12320","2"
"g_12324","2"
"g_12348","2"
"g_12365","4"
"g_12379","2"
"g_12382","9"
"g_12399","1"
"g_12414","7"
"g_12424","1"
"g_12427","1"
"g_12430","2"
"g_12435","7"
"g_12482","2"
"g_12502","7"
"g_12503","7"
"g_12532","2"
"g_12557","2"
"g_12583","8"
"g_12639","2"
"g_12652","6"
"g_12663","7"
"g_12672","1"
"g_12685","6"
"g_12689","2"
"g_12719","9"
"g_12727","2"
"g_12731","6"
"g_12733","1"
"g_12741","2"
"g_12743","7"
"g_12776","7"
"g_12780","2"
"g_12787","5"
"g_12791","7"
"g_12813","6"
"g_12824","2"
"g_12833","2"
